GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACACA	MUT	983.640	7.279	0.009	0.015	NA	NA
CCDC99	MUT	983.640	2.999	0.003	0.003	NA	NA
CCNE1	DEL	983.640	6.526	0.009	0.009	NA	NA
ELN	MUT	983.640	11.382	0.015	0.018	NA	NA
IRS4	AMPL	983.640	5.776	0.009	0.012	NA	NA
PRKX	DEL	983.640	6.162	0.006	0.006	NA	NA
TP53	MUT	983.640	159.942	0.284	0.284	NA	NA
RAB9A	DEL	983.640	2.999	0.003	0.003	NA	NA
CEP63	DEL	983.640	6.059	0.009	0.009	NA	NA
OFD1	DEL	983.640	3.045	0.006	0.006	NA	NA
ITGAD	MUT	983.640	3.185	0.006	0.006	NA	NA
NF1	MUT	983.640	39.799	0.055	0.095	NA	NA
GYG2	DEL	983.640	3.742	0.006	0.006	NA	NA
ZNF235	DEL	22.146	0.076	0.006	0.006	NA	NA
PCDH19	MUT	18.075	0.147	0.018	0.018	NA	NA
OBSCN	MUT	9.052	6.945	0.021	0.030	NA	NA
KLK10	DEL	7.464	0.023	0.003	0.003	NA	NA
TRAPPC2	DEL	5.605	0.017	0.003	0.003	NA	NA
CLCN4	DEL	3.349	0.010	0.003	0.006	NA	NA
UQCRFS1	DEL	3.056	0.009	0.003	0.003	NA	NA
DICER1	MUT	2.763	0.008	0.003	0.015	NA	NA
