GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTN1	MUT	724.544	3.494	0.006	0.006	NA	NA
CCND2	AMPL	724.544	6.393	0.015	0.015	NA	NA
CDK4	AMPL	724.544	64.697	0.113	0.116	NA	NA
MDM2	AMPL	724.544	35.160	0.058	0.076	NA	NA
PSMB8	MUT	724.544	4.016	0.006	0.006	NA	NA
SMARCC2	MUT	724.544	12.756	0.015	0.015	NA	NA
YEATS4	AMPL	724.544	8.345	0.021	0.024	NA	NA
EGFR	MUT	724.544	212.540	0.393	0.393	NA	NA
SEC61G	AMPL	724.544	60.025	0.177	0.317	NA	NA
FRS2	AMPL	724.544	12.203	0.024	0.024	NA	NA
HCK	MUT	724.544	8.380	0.015	0.015	NA	NA
CNOT2	AMPL_MUT	724.544	11.110	0.015	0.021	NA	NA
MED13	MUT	724.544	5.547	0.009	0.009	NA	NA
GNG5	MUT	724.544	2.209	0.003	0.003	NA	NA
HLA-DRB1	AMPL	724.544	94.991	0.189	0.189	NA	NA
IFNG	MUT	724.544	20.893	0.034	0.034	NA	NA
GPR45	MUT	724.544	8.903	0.012	0.012	NA	NA
IL15	AMPL	724.544	2.231	0.006	0.006	NA	NA
CPSF6	AMPL	724.544	4.161	0.012	0.027	NA	NA
CTDSP2	AMPL	724.544	10.670	0.018	0.095	NA	NA
HSPB8	AMPL	7.777	0.024	0.003	0.006	NA	NA
LYZ	AMPL	7.116	4.209	0.021	0.027	NA	NA
RAB3IP	AMPL	2.523	9.578	0.018	0.021	NA	NA
