GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BTK	MUT	536.817	1.637	0.003	0.003	NA	NA
GNAI1	AMPL	536.817	12.987	0.018	0.018	NA	NA
HLA-A	DEL	536.817	6.365	0.009	0.009	NA	NA
PIK3CG	AMPL	536.817	22.232	0.037	0.037	NA	NA
TP53	MUT	536.817	159.942	0.284	0.284	NA	NA
MET	AMPL	536.817	18.320	0.030	0.030	NA	NA
RB1	MUT	536.817	41.063	0.070	0.070	NA	NA
GNAT3	MUT	536.817	15.898	0.027	0.027	NA	NA
NOD1	AMPL	536.817	7.284	0.012	0.021	NA	NA
PTEN	MUT	536.817	146.881	0.299	0.314	NA	NA
CUL1	MUT	536.817	15.191	0.021	0.021	NA	NA
FLNC	AMPL	536.817	14.653	0.024	0.024	NA	NA
GPR161	MUT	536.817	2.878	0.006	0.006	NA	NA
GPR45	MUT	536.817	8.903	0.012	0.012	NA	NA
CDC2L1	DEL	536.817	11.449	0.018	0.021	NA	NA
SMO	AMPL	536.817	10.595	0.015	0.015	NA	NA
MADD	MUT	536.817	1.644	0.006	0.009	NA	NA
CCT6A	AMPL	12.085	22.069	0.076	0.082	NA	NA
CHP2	MUT	8.965	4.162	0.006	0.006	NA	NA
PCDHGC5	MUT	4.159	14.185	0.107	0.110	NA	NA
PHKG1	AMPL	4.035	11.889	0.064	0.079	NA	NA
TSGA14	AMPL	3.650	9.830	0.015	0.015	NA	NA
CES1	MUT	2.850	0.018	0.006	0.006	NA	NA
TEK	MUT	2.829	25.431	0.061	0.064	NA	NA
