GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL1A2	MUT	327.565	25.695	0.043	0.043	NA	NA
LRP1	MUT	327.565	24.038	0.034	0.034	NA	NA
TP53	MUT	327.565	159.942	0.284	0.284	NA	NA
KLHL9	DEL	327.565	37.392	0.104	0.229	NA	NA
NDC80	MUT	327.565	0.999	0.003	0.003	NA	NA
PTEN	MUT	327.565	146.881	0.299	0.314	NA	NA
IFNA1	DEL	327.565	47.119	0.110	0.256	NA	NA
IFNB1	DEL	327.565	16.294	0.040	0.174	NA	NA
NUP188	MUT	327.565	0.999	0.003	0.003	NA	NA
SLC6A3	MUT	327.565	7.884	0.018	0.018	NA	NA
PRKAG3	MUT	5.472	0.017	0.003	0.003	NA	NA
KIT	AMPL	4.539	36.037	0.076	0.076	NA	NA
STARD8	MUT	3.995	0.012	0.003	0.003	NA	NA
TNFRSF1A	MUT	3.497	2.942	0.009	0.009	NA	NA
