GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	MUT	366.934	212.540	0.393	0.393	NA	NA
ITGAM	MUT	366.934	6.275	0.015	0.015	NA	NA
LAMA5	MUT	366.934	11.592	0.015	0.015	NA	NA
NOS1	MUT	366.934	12.166	0.018	0.018	NA	NA
TLR6	MUT	366.934	3.526	0.009	0.012	NA	NA
PIK3C2G	MUT	366.934	12.819	0.027	0.027	NA	NA
PLCB2	MUT	366.934	2.674	0.009	0.009	NA	NA
PRSS2	AMPL	366.934	14.897	0.030	0.030	NA	NA
KCNG1	MUT	366.934	5.551	0.009	0.012	NA	NA
KCNV1	MUT	366.934	1.138	0.006	0.009	NA	NA
KIF2B	MUT	9.009	3.760	0.018	0.018	NA	NA
SEC61G	AMPL	5.673	60.025	0.177	0.317	NA	NA
DOCK2	MUT	2.520	4.606	0.012	0.018	NA	NA
