GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AZI1	MUT	1124.697	5.365	0.006	0.006	NA	NA
CDK7	MUT	1124.697	4.841	0.006	0.006	NA	NA
CDKN2A	DEL	1124.697	193.770	0.454	0.470	NA	NA
CHL1	MUT	1124.697	5.221	0.015	0.021	NA	NA
EGFR	AMPL_MUT	1124.697	212.540	0.393	0.393	NA	NA
F8	MUT	1124.697	6.354	0.015	0.015	NA	NA
POLR2A	MUT	1124.697	5.007	0.006	0.006	NA	NA
KLHL9	DEL	1124.697	37.392	0.104	0.229	NA	NA
SEC61G	AMPL	1124.697	60.025	0.177	0.317	NA	NA
CDH18	MUT	1124.697	10.078	0.021	0.027	NA	NA
CDKN2B	DEL	1124.697	169.776	0.384	0.448	NA	NA
MAGOH	MUT	1124.697	3.429	0.003	0.003	NA	NA
TJP3	MUT	1124.697	3.429	0.003	0.009	NA	NA
ELAVL2	DEL	1124.697	18.706	0.088	0.143	NA	NA
DNAH11	MUT	1124.697	3.438	0.006	0.037	NA	NA
PRKG2	MUT	1124.697	6.169	0.012	0.015	NA	NA
