GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY6	AMPL	1425.954	12.473	0.012	0.015	NA	NA
COL2A1	AMPL	1425.954	6.501	0.009	0.009	NA	NA
ERBB3	AMPL	1425.954	10.720	0.012	0.012	NA	NA
FGFR1	MUT	1425.954	9.440	0.012	0.012	NA	NA
FRS2	AMPL	1425.954	12.203	0.024	0.024	NA	NA
GLI1	AMPL	1425.954	40.699	0.064	0.064	NA	NA
IFNG	AMPL	1425.954	20.893	0.034	0.034	NA	NA
IL22	AMPL	1425.954	12.270	0.018	0.027	NA	NA
ITGA5	AMPL	1425.954	6.560	0.009	0.009	NA	NA
ITGA7	AMPL	1425.954	7.190	0.006	0.006	NA	NA
LRP1	AMPL	1425.954	24.038	0.034	0.034	NA	NA
PRKAG1	AMPL	1425.954	5.125	0.006	0.006	NA	NA
PTPRB	AMPL	1425.954	13.338	0.021	0.021	NA	NA
RAB3IP	AMPL	1425.954	9.578	0.018	0.021	NA	NA
STAT2	AMPL	1425.954	9.705	0.012	0.012	NA	NA
STAT6	AMPL	1425.954	13.522	0.021	0.021	NA	NA
MYO1A	AMPL	1425.954	10.060	0.012	0.027	NA	NA
CDK2	AMPL	1425.954	6.155	0.006	0.006	NA	NA
CDK4	AMPL	1425.954	64.697	0.113	0.116	NA	NA
DCTN2	AMPL	1425.954	32.033	0.061	0.064	NA	NA
MDM2	AMPL	1425.954	35.160	0.058	0.076	NA	NA
CNOT2	AMPL	1425.954	11.110	0.015	0.021	NA	NA
DDIT3	AMPL	1425.954	28.466	0.043	0.073	NA	NA
SMARCC2	AMPL	1425.954	12.756	0.015	0.015	NA	NA
WNT1	AMPL	1425.954	9.260	0.009	0.009	NA	NA
AVPR1A	AMPL	1425.954	15.549	0.024	0.024	NA	NA
ARHGAP9	AMPL	1425.954	19.408	0.024	0.064	NA	NA
CACNB3	AMPL	1425.954	4.347	0.003	0.015	NA	NA
NCKAP1L	AMPL	1425.954	4.357	0.006	0.009	NA	NA
INHBC	AMPL	1425.954	13.998	0.024	0.052	NA	NA
PTPRR	AMPL	1425.954	7.984	0.009	0.021	NA	NA
PPP1R1A	AMPL	1425.954	4.347	0.003	0.006	NA	NA
CCT2	AMPL	1425.954	10.165	0.024	0.030	NA	NA
KIF5A	AMPL	1425.954	28.156	0.058	0.064	NA	NA
TUBA1B	AMPL	1425.954	9.260	0.009	0.009	NA	NA
DHH	AMPL	1425.954	4.356	0.006	0.009	NA	NA
PTGES3	AMPL	8.499	0.036	0.006	0.009	NA	NA
NUP107	AMPL	6.137	11.654	0.021	0.021	NA	NA
KCNC2	AMPL	3.167	0.026	0.009	0.015	NA	NA
