GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY9	MUT	829.100	3.910	0.009	0.009	NA	NA
COL6A2	MUT	829.100	15.337	0.027	0.027	NA	NA
EGF	MUT	829.100	5.324	0.009	0.009	NA	NA
EGFR	AMPL	829.100	212.540	0.393	0.393	NA	NA
FN1	MUT	829.100	12.176	0.018	0.018	NA	NA
HLA-DRA	MUT	829.100	2.528	0.003	0.003	NA	NA
SEC61G	AMPL	829.100	60.025	0.177	0.317	NA	NA
SOCS1	MUT	829.100	4.273	0.006	0.006	NA	NA
TTN	MUT	829.100	57.477	0.116	0.207	NA	NA
RB1	MUT	829.100	41.063	0.070	0.070	NA	NA
GABRG2	MUT	829.100	4.389	0.009	0.009	NA	NA
PTEN	MUT	829.100	146.881	0.299	0.314	NA	NA
CACNA1B	MUT	829.100	6.628	0.015	0.015	NA	NA
TCF7L2	MUT	829.100	13.795	0.021	0.021	NA	NA
TUBA3C	MUT	16.856	4.256	0.012	0.012	NA	NA
CDH8	MUT	7.029	0.032	0.006	0.006	NA	NA
NRK	MUT	2.982	0.017	0.006	0.012	NA	NA
EIF3C	AMPL	2.794	0.019	0.006	0.012	NA	NA
CHRD	MUT	2.566	0.008	0.003	0.009	NA	NA
