GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY1	MUT	1059.640	23.040	0.030	0.030	NA	NA
AKAP9	MUT	1059.640	12.853	0.027	0.027	NA	NA
ALOX5	MUT	1059.640	5.372	0.009	0.021	NA	NA
AMPH	MUT	1059.640	17.933	0.021	0.021	NA	NA
CALD1	MUT	1059.640	11.362	0.012	0.012	NA	NA
CD7	MUT	1059.640	3.231	0.003	0.006	NA	NA
CFB	MUT	1059.640	3.455	0.009	0.009	NA	NA
DMD	MUT	1059.640	20.200	0.040	0.040	NA	NA
EGFR	MUT	1059.640	212.540	0.393	0.393	NA	NA
ESR1	MUT	1059.640	3.231	0.003	0.003	NA	NA
FGFR3	MUT	1059.640	8.868	0.015	0.015	NA	NA
HLA-DRB1	AMPL	1059.640	94.991	0.189	0.189	NA	NA
HSPG2	MUT	1059.640	16.699	0.024	0.024	NA	NA
IGF2R	MUT	1059.640	4.849	0.006	0.006	NA	NA
ITGB1	MUT	1059.640	12.783	0.018	0.018	NA	NA
LAT2	MUT	1059.640	6.915	0.009	0.018	NA	NA
MMP7	MUT	1059.640	4.280	0.006	0.006	NA	NA
STXBP1	MUT	1059.640	3.263	0.006	0.006	NA	NA
TAP2	MUT	1059.640	3.242	0.006	0.009	NA	NA
TTN	MUT	1059.640	57.477	0.116	0.207	NA	NA
UTRN	MUT	1059.640	4.300	0.009	0.009	NA	NA
E2F4	MUT	1059.640	3.231	0.003	0.003	NA	NA
VWF	MUT	1059.640	11.650	0.024	0.030	NA	NA
PPP2R1B	MUT	1059.640	4.725	0.006	0.006	NA	NA
FGB	MUT	1059.640	3.231	0.003	0.009	NA	NA
PLCH1	MUT	1059.640	4.595	0.006	0.006	NA	NA
IKZF3	MUT	1059.640	3.249	0.006	0.006	NA	NA
TCF12	MUT	1059.640	7.581	0.012	0.012	NA	NA
TCF3	MUT	1059.640	4.496	0.006	0.006	NA	NA
CDH18	MUT	1059.640	10.078	0.021	0.027	NA	NA
CDH23	MUT	1059.640	13.958	0.030	0.030	NA	NA
PAX3	MUT	6.433	1.556	0.006	0.009	NA	NA
