GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CD180	DEL	307.430	0.958	0.006	0.006	NA	NA
ITGAM	MUT	307.430	6.275	0.015	0.015	NA	NA
CDK4	AMPL	307.430	64.697	0.113	0.116	NA	NA
MDM2	AMPL	307.430	35.160	0.058	0.076	NA	NA
PIK3R1	DEL	307.430	51.921	0.091	0.091	NA	NA
PTPRB	AMPL	307.430	13.338	0.021	0.021	NA	NA
CTSG	MUT	307.430	0.937	0.003	0.006	NA	NA
KDR	AMPL	307.430	27.837	0.061	0.064	NA	NA
KIT	AMPL	307.430	36.037	0.076	0.076	NA	NA
RAB3IP	AMPL	307.430	9.578	0.018	0.021	NA	NA
ADCY5	MUT	8.779	5.349	0.015	0.018	NA	NA
CEP135	AMPL	7.340	8.035	0.027	0.027	NA	NA
ADD1	MUT	4.054	3.050	0.006	0.006	NA	NA
RBP2	MUT	2.679	0.008	0.003	0.003	NA	NA
