GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATM	MUT	848.909	12.227	0.018	0.018	NA	NA
IKZF1	MUT	848.909	22.419	0.030	0.030	NA	NA
FRYL	MUT	848.909	2.588	0.003	0.009	NA	NA
GRM8	MUT	848.909	15.888	0.024	0.024	NA	NA
HTR7	MUT	848.909	11.758	0.018	0.018	NA	NA
KLC3	MUT	848.909	2.621	0.006	0.006	NA	NA
PTEN	MUT	848.909	146.881	0.299	0.314	NA	NA
TTN	MUT	848.909	57.477	0.116	0.207	NA	NA
RPS4Y1	DEL	848.909	4.989	0.030	0.192	NA	NA
PRKY	DEL	848.909	77.840	0.183	0.195	NA	NA
STAG2	MUT	848.909	5.469	0.009	0.024	NA	NA
PCDH11Y	DEL	6.190	29.250	0.189	0.198	NA	NA
PCDHAC2	MUT	6.190	13.228	0.101	0.101	NA	NA
TBL1Y	DEL	5.547	41.165	0.073	0.195	NA	NA
