GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDC2L1	DEL	415.084	11.449	0.018	0.021	NA	NA
CDKN2A	DEL	415.084	193.770	0.454	0.470	NA	NA
SMC1A	MUT	415.084	6.629	0.015	0.015	NA	NA
TCF3	MUT	415.084	4.496	0.006	0.006	NA	NA
EGFR	MUT	415.084	212.540	0.393	0.393	NA	NA
NUMA1	MUT	415.084	3.762	0.009	0.012	NA	NA
CDKN2B	DEL	415.084	169.776	0.384	0.448	NA	NA
HLA-DRB1	AMPL	415.084	94.991	0.189	0.189	NA	NA
MLL	MUT	415.084	3.743	0.009	0.009	NA	NA
ZAP70	MUT	415.084	6.564	0.009	0.009	NA	NA
OBSCN	MUT	415.084	6.945	0.021	0.030	NA	NA
PTEN	MUT	415.084	146.881	0.299	0.314	NA	NA
ZNF860	MUT	32.848	0.128	0.006	0.006	NA	NA
CNKSR2	MUT	11.147	1.338	0.006	0.006	NA	NA
CCT2	MUT	7.350	10.165	0.024	0.030	NA	NA
SFI1	MUT	7.350	1.177	0.009	0.012	NA	NA
SOCS4	MUT	7.211	0.022	0.003	0.003	NA	NA
CACNA1S	MUT	3.201	10.534	0.021	0.027	NA	NA
ANK1	MUT	3.064	11.303	0.024	0.037	NA	NA
