GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTB	AMPL	786.738	13.012	0.012	0.012	NA	NA
ACTG1	AMPL	786.738	13.012	0.012	0.012	NA	NA
CD36	AMPL	786.738	12.711	0.015	0.021	NA	NA
COL1A2	AMPL	786.738	25.695	0.043	0.043	NA	NA
EGFR	AMPL_MUT	786.738	212.540	0.393	0.393	NA	NA
GNAI1	AMPL	786.738	12.987	0.018	0.018	NA	NA
GNGT1	AMPL	786.738	11.639	0.015	0.015	NA	NA
GNAT3	AMPL	786.738	15.898	0.027	0.027	NA	NA
NCF1	AMPL	786.738	13.359	0.018	0.018	NA	NA
PIK3C2B	MUT	786.738	28.902	0.052	0.055	NA	NA
RHOBTB2	MUT	786.738	2.399	0.003	0.003	NA	NA
SEC61G	AMPL	786.738	60.025	0.177	0.317	NA	NA
CDKN2A	MUT	786.738	193.770	0.454	0.470	NA	NA
IKZF1	AMPL	786.738	22.419	0.030	0.030	NA	NA
LIMK1	AMPL	786.738	12.235	0.015	0.015	NA	NA
GRB10	AMPL	786.738	22.509	0.027	0.027	NA	NA
GTF2I	AMPL	786.738	10.720	0.012	0.015	NA	NA
ZNF208	MUT	15.589	0.209	0.015	0.015	NA	NA
ZNF713	AMPL	15.589	7.096	0.076	0.116	NA	NA
POR	AMPL	3.135	2.023	0.012	0.015	NA	NA
HIP1	AMPL	2.539	4.192	0.009	0.015	NA	NA
