GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APOB	MUT	386.774	19.241	0.040	0.040	NA	NA
CABIN1	MUT	386.774	7.818	0.012	0.012	NA	NA
COL6A2	MUT	386.774	15.337	0.027	0.027	NA	NA
EGFR	MUT	386.774	212.540	0.393	0.393	NA	NA
TTN	MUT	386.774	57.477	0.116	0.207	NA	NA
HLA-DRB1	AMPL	386.774	94.991	0.189	0.189	NA	NA
IFNGR1	MUT	386.774	1.179	0.003	0.003	NA	NA
SLC6A3	AMPL	386.774	7.884	0.018	0.018	NA	NA
PTEN	MUT	386.774	146.881	0.299	0.314	NA	NA
IFNA1	DEL	386.774	47.119	0.110	0.256	NA	NA
IFNA10	DEL	386.774	26.877	0.061	0.213	NA	NA
CDKN2A	DEL	386.774	193.770	0.454	0.470	NA	NA
SMC1A	MUT	386.774	6.629	0.015	0.015	NA	NA
STUB1	MUT	386.774	2.347	0.006	0.006	NA	NA
MAP3K4	MUT	25.911	1.180	0.009	0.009	NA	NA
CCT5	AMPL	12.717	1.974	0.006	0.006	NA	NA
PCDHAC2	MUT	10.318	13.228	0.101	0.101	NA	NA
PCDHGC5	MUT	10.318	14.185	0.107	0.110	NA	NA
ZNF543	MUT	8.092	0.034	0.006	0.006	NA	NA
EEF1A1	MUT	3.127	1.318	0.012	0.012	NA	NA
NUP205	MUT	2.931	4.218	0.012	0.015	NA	NA
ATP8B3	MUT	2.908	0.026	0.009	0.009	NA	NA
