GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	388.557	193.770	0.454	0.470	NA	NA
CLTC	MUT	388.557	1.185	0.003	0.003	NA	NA
GABRB2	MUT	388.557	6.636	0.015	0.015	NA	NA
PIK3CA	MUT	388.557	54.851	0.091	0.091	NA	NA
KDR	MUT	388.557	27.837	0.061	0.064	NA	NA
CDKN2B	DEL	388.557	169.776	0.384	0.448	NA	NA
WNT8A	MUT	388.557	1.185	0.003	0.003	NA	NA
F9	MUT	388.557	3.515	0.009	0.009	NA	NA
FBLN1	MUT	388.557	5.060	0.012	0.012	NA	NA
EPHB6	MUT	388.557	1.185	0.003	0.018	NA	NA
CDH22	MUT	6.667	0.020	0.003	0.003	NA	NA
PPYR1	MUT	6.096	13.561	0.037	0.040	NA	NA
KLHL9	DEL	4.024	37.392	0.104	0.229	NA	NA
ZNF167	MUT	2.687	0.008	0.003	0.003	NA	NA
