GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKAP9	MUT	463.249	12.853	0.027	0.027	NA	NA
CDK7	DEL	463.249	4.841	0.006	0.006	NA	NA
CENPH	DEL	463.249	1.412	0.003	0.003	NA	NA
PIK3R1	DEL_MUT	463.249	51.921	0.091	0.091	NA	NA
TP53	MUT	463.249	159.942	0.284	0.284	NA	NA
GABRB2	MUT	463.249	6.636	0.015	0.015	NA	NA
PIK3C2G	MUT	463.249	12.819	0.027	0.027	NA	NA
CDKN2A	DEL	463.249	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	463.249	169.776	0.384	0.448	NA	NA
RAD17	DEL	463.249	1.412	0.003	0.003	NA	NA
ARHGAP6	MUT	463.249	1.412	0.003	0.003	NA	NA
CDH18	MUT	9.172	10.078	0.021	0.027	NA	NA
CD180	DEL	6.633	0.958	0.006	0.006	NA	NA
RGS3	MUT	4.663	2.541	0.009	0.009	NA	NA
