GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACACA	MUT	674.432	7.279	0.009	0.015	NA	NA
AGRN	DEL	674.432	2.073	0.006	0.006	NA	NA
AP2A2	MUT	674.432	2.056	0.003	0.003	NA	NA
FBLN2	MUT	674.432	9.493	0.018	0.018	NA	NA
ITGA2	MUT	674.432	2.056	0.003	0.003	NA	NA
SYNJ2	MUT	674.432	3.504	0.006	0.009	NA	NA
CDKN2A	DEL	674.432	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	674.432	169.776	0.384	0.448	NA	NA
HLTF	MUT	674.432	2.056	0.003	0.009	NA	NA
KLHL9	DEL	674.432	37.392	0.104	0.229	NA	NA
CHRDL2	MUT	674.432	3.852	0.006	0.006	NA	NA
CHRM2	MUT	674.432	16.311	0.018	0.018	NA	NA
HLA-DOA	MUT	674.432	2.056	0.003	0.003	NA	NA
ZNF492	MUT	21.084	0.094	0.009	0.012	NA	NA
EIF3E	MUT	3.879	0.012	0.003	0.003	NA	NA
PREX1	MUT	2.968	5.228	0.012	0.015	NA	NA
ACTBL2	MUT	2.618	0.008	0.003	0.006	NA	NA
ISG15	DEL	2.579	0.008	0.003	0.003	NA	NA
