GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ABCB1	MUT	973.247	9.347	0.015	0.037	NA	NA
CDKN2A	DEL	973.247	193.770	0.454	0.470	NA	NA
CNTN2	AMPL	973.247	8.725	0.018	0.018	NA	NA
EGFR	AMPL	973.247	212.540	0.393	0.393	NA	NA
ERG	MUT	973.247	7.484	0.012	0.012	NA	NA
F2	MUT	973.247	4.987	0.006	0.006	NA	NA
LAMB3	MUT	973.247	6.791	0.012	0.012	NA	NA
PIK3CA	MUT	973.247	54.851	0.091	0.091	NA	NA
MDM4	AMPL	973.247	12.338	0.021	0.037	NA	NA
MKI67	MUT	973.247	18.124	0.027	0.034	NA	NA
PHKG1	AMPL	973.247	11.889	0.064	0.079	NA	NA
VAV1	MUT	973.247	8.656	0.009	0.009	NA	NA
CENPF	MUT	973.247	9.869	0.012	0.012	NA	NA
KIR3DL2	MUT	973.247	3.065	0.006	0.018	NA	NA
SREBF1	MUT	973.247	2.967	0.003	0.003	NA	NA
GABRB3	MUT	973.247	11.488	0.021	0.021	NA	NA
CDKN2B	DEL	973.247	169.776	0.384	0.448	NA	NA
PCDHAC2	MUT	973.247	13.228	0.101	0.101	NA	NA
PIK3C2B	AMPL	973.247	28.902	0.052	0.055	NA	NA
ADCY3	MUT	973.247	5.450	0.006	0.006	NA	NA
SEC61G	AMPL	21.077	60.025	0.177	0.317	NA	NA
CCT6A	AMPL	16.556	22.069	0.076	0.082	NA	NA
ZNF713	AMPL	9.252	7.096	0.076	0.116	NA	NA
CDKL2	MUT	7.902	0.024	0.003	0.003	NA	NA
