GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANK2	MUT	407.201	15.969	0.030	0.030	NA	NA
BSG	AMPL	407.201	5.339	0.006	0.006	NA	NA
CALM1	MUT	407.201	1.241	0.003	0.003	NA	NA
EGFR	AMPL	407.201	212.540	0.393	0.393	NA	NA
CDKN2A	DEL	407.201	193.770	0.454	0.470	NA	NA
PTBP1	AMPL	407.201	5.339	0.006	0.009	NA	NA
SUPT16H	MUT	407.201	1.241	0.003	0.003	NA	NA
CDKN2B	DEL	407.201	169.776	0.384	0.448	NA	NA
RYR2	MUT	407.201	21.623	0.052	0.079	NA	NA
GPR161	MUT	407.201	2.878	0.006	0.006	NA	NA
KLHL9	DEL	407.201	37.392	0.104	0.229	NA	NA
NRAS	MUT	407.201	1.241	0.003	0.003	NA	NA
DMD	MUT	407.201	20.200	0.040	0.040	NA	NA
SHC2	AMPL	407.201	5.339	0.006	0.006	NA	NA
TTN	MUT	407.201	57.477	0.116	0.207	NA	NA
DNMT1	AMPL	407.201	2.778	0.006	0.006	NA	NA
HLA-DRB1	AMPL	407.201	94.991	0.189	0.189	NA	NA
TYK2	AMPL	407.201	2.586	0.012	0.012	NA	NA
ZNF317	AMPL	13.933	0.065	0.006	0.009	NA	NA
TUBA3C	MUT	9.721	4.256	0.012	0.012	NA	NA
ELA2	AMPL	3.939	4.110	0.006	0.006	NA	NA
CDH8	AMPL	3.425	0.032	0.006	0.006	NA	NA
PCDHGC5	MUT	3.425	14.185	0.107	0.110	NA	NA
MEP1B	MUT	3.399	0.010	0.003	0.003	NA	NA
MED16	AMPL	2.776	4.106	0.006	0.006	NA	NA
