RPS26	0.015	0.010	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NDUFA1	0.010	0.005	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DARC	0.034	0.024	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF642	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TAS1R2	0.068	0.063	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
FGF23	0.063	0.024	0.000	0.039	0.000	0.005	0.000	0.000	0.005	0.000	-	-	4.51551957532643	2.33607501751587
CAMK4	0.049	0.019	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CXCR4	0.015	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CEBPD	0.015	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MAPKAPK2	0.015	0.005	0.000	0.010	0.000	0.005	0.000	0.000	0.005	0.000	-	-	3.592168273589	1.70202568914375
MAN1C1	0.019	0.015	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TRAPPC3	0.010	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PNMA1	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TIMM50	0.019	0.015	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
OSMR	0.073	0.068	0.000	0.005	0.000	0.010	0.010	0.000	0.000	0.000	-	-	13.1689419843527	6.75015369094347
CLDN23	0.068	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NSUN2	0.049	0.044	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NFE2L3	0.019	0.015	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF616	0.034	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
VEGFB	0.015	0.010	0.005	0.000	0.000	0.005	0.000	0.005	0.000	0.000	-	-	2.46101029467548	1.37431549844863
EMP3	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
COL4A6	0.053	0.049	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GNG10	0.005	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
AIFM1	0.049	0.049	0.000	0.005	0.005	0.000	0.000	0.000	0.000	0.000	-	-	0	0
RELA	0.039	0.034	0.005	0.000	0.000	0.034	0.029	0.005	0.000	0.000	-	-	31.4604374952526	17.663236746726
ULBP3	0.019	0.015	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CLK4	0.068	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
BCL2L2	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PCSK5	0.058	0.053	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MRPS12	0.019	0.010	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
RARS	0.019	0.019	0.000	0.000	0.000	0.005	0.005	0.000	0.000	0.000	-	-	7.3521127645832	4.19217663076454
CBX8	0.058	0.049	0.000	0.010	0.000	0.005	0.005	0.000	0.000	0.000	-	-	0.00823532060714777	0.00823532060714777
OR4C12	0.015	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GRAP2	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
KCNJ2	0.034	0.024	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NOSTRIN	0.019	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NDUFA2	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MCM5	0.015	0.015	0.000	0.000	0.000	0.010	0.010	0.000	0.000	0.000	-	-	6.59696722333059	3.45240876739833
ANKRD28	0.034	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DRD2	0.015	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GPR109B	0.015	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CLDN17	0.034	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
HLA-DQB1	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GABRG3	0.039	0.034	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PRKG1	0.078	0.034	0.044	0.000	0.000	0.029	0.010	0.019	0.000	0.000	-	-	22.6775895148565	12.1808285096099
NT5C2	0.029	0.019	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PCDHGA1	0.044	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF577	0.034	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CDH7	0.058	0.024	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
LRDD	0.019	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
SRP9	0.010	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TSFM	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
VWF	0.117	0.092	0.000	0.024	0.000	0.039	0.029	0.000	0.010	0.000	-	-	18.2643584916556	9.52529454664535
EHD4	0.049	0.034	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ING1	0.053	0.024	0.005	0.024	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
BAG2	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CFHR1	0.019	0.010	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GGT1	0.044	0.039	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NTN1	0.010	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
HARS2	0.015	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CCDC6	0.039	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CC	-	0	0
MYO3A	0.141	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DTNB	0.019	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NDUFS1	0.039	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PPHLN1	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
SIGLEC5	0.015	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TPSAB1	0.015	0.005	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GREM1	0.015	0.010	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DDX54	0.019	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CHRNA7	0.005	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ADCY8	0.102	0.063	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PYGM	0.044	0.039	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DLEU1	0.015	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
QDPR	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF250	0.039	0.015	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF479	0.039	0.029	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PCDHA1	0.053	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
HDAC6	0.024	0.015	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
