GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BCLAF1	MUT	933.910	2.883	0.006	0.015	NA	NA
COL1A2	MUT	933.910	17.841	0.043	0.043	NA	NA
HLA-DRB1	AMPL	933.910	63.512	0.189	0.189	NA	NA
LAMA5	MUT	933.910	9.487	0.015	0.015	NA	NA
PIK3CA	MUT	933.910	42.790	0.091	0.091	NA	NA
PTPRC	MUT	933.910	3.794	0.006	0.006	NA	NA
RB1	MUT	933.910	30.477	0.067	0.070	NA	NA
TP53	MUT	933.910	118.245	0.284	0.284	NA	NA
TTN	MUT	933.910	28.574	0.052	0.207	NA	NA
DRD5	MUT	933.910	9.421	0.027	0.027	NA	NA
DSP	MUT	933.910	7.659	0.012	0.030	NA	NA
PCDHAC2	MUT	7.786	1.786	0.101	0.101	NA	NA
PCDHGC5	MUT	7.786	1.102	0.107	0.110	NA	NA
AKAP6	MUT	6.355	0.650	0.009	0.009	NA	NA
GRIN2C	MUT	6.355	0.292	0.006	0.006	NA	NA
