GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL	473.960	12.936	0.027	0.027	NA	NA
ATR	AMPL	473.960	7.677	0.018	0.018	NA	NA
CDC27	MUT	473.960	2.152	0.015	0.015	NA	NA
MCM6	MUT	473.960	4.309	0.009	0.009	NA	NA
RB1	MUT	473.960	30.243	0.067	0.070	NA	NA
TP53	MUT	473.960	117.992	0.284	0.284	NA	NA
COL1A1	MUT	473.960	6.896	0.012	0.012	NA	NA
EGFR	AMPL_MUT	473.960	154.537	0.393	0.393	NA	NA
RYR2	MUT	473.960	13.193	0.052	0.079	NA	NA
PIK3CB	AMPL	473.960	4.899	0.009	0.009	NA	NA
PCDHB2	MUT	14.750	0.045	0.003	0.003	NA	NA
SEC61G	AMPL	6.641	42.857	0.162	0.317	NA	NA
