GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BCAR1	MUT	512.306	4.016	0.009	0.009	NA	NA
CDK4	AMPL	512.306	45.930	0.113	0.116	NA	NA
IFNG	AMPL	512.306	15.398	0.034	0.034	NA	NA
NBN	MUT	512.306	1.562	0.003	0.003	NA	NA
DCTN2	AMPL	512.306	24.865	0.061	0.064	NA	NA
RPN1	MUT	512.306	1.562	0.003	0.003	NA	NA
PTEN	MUT	512.306	98.041	0.290	0.314	NA	NA
MDM2	AMPL	512.306	20.922	0.049	0.076	NA	NA
HLA-DRB1	AMPL	512.306	62.907	0.189	0.189	NA	NA
CCT2	MUT	512.306	7.128	0.024	0.030	NA	NA
CTDSP2	AMPL	2.569	8.861	0.018	0.095	NA	NA
