GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
HSPA1L	MUT	170.016	0.518	0.003	0.003	NA	NA
ITGA10	MUT	170.016	4.635	0.009	0.009	NA	NA
PDGFRA	MUT	170.016	17.281	0.034	0.055	NA	NA
PSIP1	AMPL	170.016	6.119	0.012	0.012	NA	NA
ROCK2	MUT	170.016	2.352	0.006	0.006	NA	NA
CDKN2A	DEL	66.689	174.479	0.421	0.470	NA	NA
ADRA2B	MUT	17.787	0.054	0.003	0.006	NA	NA
CER1	AMPL	17.787	5.655	0.012	0.015	NA	NA
KIF15	MUT	6.873	0.021	0.003	0.003	NA	NA
TYK2	MUT	5.873	2.586	0.012	0.012	NA	NA
CSTF1	MUT	2.984	0.009	0.003	0.003	NA	NA
GRIP1	MUT	2.653	0.008	0.003	0.030	NA	NA
