GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CCL3L1	DEL	837.318	5.386	0.009	0.021	NA	NA
COL3A1	MUT	837.318	9.083	0.015	0.018	NA	NA
DMD	MUT	837.318	20.171	0.040	0.040	NA	NA
MLLT4	MUT	837.318	10.860	0.015	0.015	NA	NA
PRKY	DEL	837.318	74.809	0.174	0.195	NA	NA
TP53	MUT	837.318	159.660	0.284	0.284	NA	NA
PSMA3	MUT	837.318	2.553	0.003	0.003	NA	NA
RB1	MUT	837.318	36.394	0.061	0.070	NA	NA
MAD1L1	MUT	837.318	11.143	0.009	0.009	NA	NA
INSR	MUT	837.318	2.553	0.003	0.006	NA	NA
LRRC7	MUT	837.318	3.840	0.012	0.015	NA	NA
MC2R	MUT	837.318	3.613	0.006	0.009	NA	NA
NCAPG	MUT	9.953	0.042	0.006	0.009	NA	NA
PCDH11Y	DEL	7.166	29.231	0.189	0.198	NA	NA
CACNA1H	DEL	5.947	4.135	0.034	0.043	NA	NA
CYLD	MUT	2.684	0.008	0.003	0.006	NA	NA
