GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL_MUT	592.930	17.756	0.027	0.027	NA	NA
ADAM12	DEL	592.930	11.721	0.018	0.024	NA	NA
ITGB1	DEL	592.930	12.760	0.018	0.018	NA	NA
BUB3	DEL	592.930	14.339	0.021	0.021	NA	NA
CASP7	DEL	592.930	5.868	0.009	0.015	NA	NA
CDK2	DEL	592.930	6.021	0.006	0.006	NA	NA
CDK4	AMPL	592.930	64.369	0.113	0.116	NA	NA
CACNA1A	MUT	592.930	1.808	0.003	0.003	NA	NA
CXCL12	DEL	592.930	5.868	0.009	0.015	NA	NA
ERBB3	DEL	592.930	10.578	0.012	0.012	NA	NA
LAMC3	MUT	592.930	6.591	0.015	0.015	NA	NA
LRP1	DEL	592.930	22.396	0.030	0.034	NA	NA
MAPK8	DEL	592.930	13.570	0.018	0.018	NA	NA
PTEN	DEL	592.930	126.731	0.259	0.314	NA	NA
BTRC	DEL	592.930	1.826	0.006	0.015	NA	NA
CDKN2A	DEL	592.930	174.479	0.421	0.470	NA	NA
DNAH9	MUT	592.930	6.469	0.021	0.027	NA	NA
FAS	DEL	592.930	9.744	0.018	0.024	NA	NA
NFKB2	DEL	592.930	3.932	0.006	0.015	NA	NA
PIK3CG	MUT	592.930	16.495	0.027	0.037	NA	NA
SDCCAG8	AMPL	592.930	2.376	0.009	0.012	NA	NA
SMC3	DEL	592.930	7.928	0.021	0.024	NA	NA
JAK2	DEL	592.930	3.008	0.006	0.006	NA	NA
PSIP1	DEL	592.930	6.119	0.012	0.012	NA	NA
FGFR2	DEL	592.930	6.314	0.012	0.027	NA	NA
GRK5	DEL	592.930	10.262	0.018	0.018	NA	NA
CER1	DEL	592.930	5.655	0.012	0.015	NA	NA
P4HA1	DEL	592.930	10.181	0.015	0.021	NA	NA
PARD3	DEL	592.930	4.055	0.009	0.018	NA	NA
EPC1	DEL	592.930	12.700	0.018	0.018	NA	NA
SMARCA2	DEL	592.930	7.402	0.018	0.021	NA	NA
HNRNPF	DEL	592.930	12.122	0.018	0.018	NA	NA
DDIT3	AMPL	592.930	5.766	0.015	0.073	NA	NA
NRP1	DEL	592.930	3.928	0.012	0.018	NA	NA
CDX4	MUT	8.762	0.027	0.003	0.006	NA	NA
ZNF239	DEL	8.566	0.263	0.018	0.018	NA	NA
KCNV2	DEL	7.643	1.684	0.009	0.012	NA	NA
KIF5B	DEL	6.009	6.356	0.012	0.018	NA	NA
SFTPA1	DEL	5.691	0.036	0.006	0.018	NA	NA
PPYR1	DEL	4.504	13.535	0.037	0.040	NA	NA
CDH23	DEL	4.052	4.229	0.009	0.030	NA	NA
PRDX3	DEL	3.129	0.038	0.012	0.015	NA	NA
SLC1A1	DEL	3.043	0.023	0.006	0.006	NA	NA
GLIS3	DEL	2.989	0.042	0.006	0.006	NA	NA
TIMELESS	DEL	2.888	0.035	0.009	0.015	NA	NA
NEUROG3	DEL	2.812	2.143	0.018	0.018	NA	NA
TACR2	DEL	2.796	0.067	0.015	0.018	NA	NA
CPXM2	DEL	2.754	0.048	0.015	0.027	NA	NA
ARL3	DEL	2.694	0.039	0.012	0.012	NA	NA
PTPRD	DEL	2.681	4.135	0.015	0.015	NA	NA
PPP3CB	DEL	2.648	0.069	0.018	0.024	NA	NA
