GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADRBK2	MUT	1125.238	7.142	0.006	0.006	NA	NA
APP	MUT	1125.238	3.431	0.003	0.003	NA	NA
BCLAF1	MUT	1125.238	6.108	0.009	0.015	NA	NA
COL1A2	MUT	1125.238	25.619	0.043	0.043	NA	NA
HLA-DRB1	AMPL	1125.238	79.274	0.171	0.189	NA	NA
HSPG2	MUT	1125.238	15.492	0.021	0.024	NA	NA
LAMA5	MUT	1125.238	11.584	0.015	0.015	NA	NA
PIK3CA	MUT	1125.238	54.815	0.091	0.091	NA	NA
RB1	MUT	1125.238	36.394	0.061	0.070	NA	NA
TP53	MUT	1125.238	159.660	0.284	0.284	NA	NA
CLASP1	MUT	1125.238	4.932	0.006	0.006	NA	NA
DRD5	MUT	1125.238	13.510	0.027	0.027	NA	NA
CP	MUT	1125.238	3.465	0.009	0.012	NA	NA
GRIN2C	MUT	1125.238	3.918	0.006	0.006	NA	NA
PCDHGC5	MUT	7.786	13.926	0.085	0.110	NA	NA
SMARCA1	DEL	5.816	4.147	0.006	0.009	NA	NA
