GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BCAR1	MUT	542.144	3.817	0.006	0.009	NA	NA
PIK3CG	MUT	542.144	16.495	0.027	0.037	NA	NA
PRKY	DEL	542.144	74.809	0.174	0.195	NA	NA
PTEN	MUT	542.144	126.731	0.259	0.314	NA	NA
RB1	MUT	542.144	36.394	0.061	0.070	NA	NA
KCNV2	MUT	542.144	1.684	0.009	0.012	NA	NA
PCDH11Y	DEL	25.045	29.231	0.189	0.198	NA	NA
FFAR3	DEL	4.890	2.181	0.015	0.067	NA	NA
DDR2	MUT	3.556	0.021	0.006	0.006	NA	NA
MAPK8IP2	MUT	3.072	0.009	0.003	0.006	NA	NA
