GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL	567.250	17.756	0.027	0.027	NA	NA
FAS	DEL	567.250	9.744	0.018	0.024	NA	NA
CUBN	MUT	567.250	4.432	0.006	0.024	NA	NA
RPA2	MUT	567.250	3.351	0.006	0.006	NA	NA
GABRG2	MUT	567.250	1.797	0.006	0.009	NA	NA
TEK	DEL	567.250	8.803	0.040	0.064	NA	NA
CD3G	MUT	567.250	19.726	0.024	0.030	NA	NA
CDKN2A	DEL	567.250	174.479	0.421	0.470	NA	NA
CHEK2	MUT	567.250	3.750	0.006	0.024	NA	NA
NF1	MUT	567.250	15.324	0.021	0.095	NA	NA
CALD1	MUT	567.250	4.952	0.006	0.012	NA	NA
GRM3	MUT	21.325	4.857	0.018	0.030	NA	NA
KCNB1	MUT	6.516	0.039	0.006	0.006	NA	NA
ELAVL2	DEL	5.415	18.624	0.088	0.143	NA	NA
CDH13	MUT	4.571	0.014	0.003	0.006	NA	NA
