GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANAPC7	MUT	287.818	0.877	0.003	0.003	NA	NA
DRD5	MUT	287.818	13.510	0.027	0.027	NA	NA
PRKCG	MUT	287.818	2.417	0.006	0.006	NA	NA
PRKY	DEL	287.818	74.809	0.174	0.195	NA	NA
PTPN11	MUT	287.818	5.094	0.012	0.012	NA	NA
SGOL2	MUT	287.818	3.390	0.012	0.012	NA	NA
CD3G	DEL	287.818	19.726	0.024	0.030	NA	NA
EZR	MUT	287.818	3.401	0.006	0.012	NA	NA
WEE2	MUT	287.818	0.877	0.003	0.015	NA	NA
NCOR2	MUT	287.818	5.803	0.009	0.009	NA	NA
FLNA	DEL	26.759	6.188	0.015	0.018	NA	NA
PCDH11Y	DEL	9.847	29.231	0.189	0.198	NA	NA
IKZF3	MUT	5.982	3.241	0.006	0.006	NA	NA
SF3B1	MUT	5.453	0.025	0.006	0.006	NA	NA
SLIT3	MUT	3.226	0.023	0.006	0.030	NA	NA
DNAH11	MUT	2.912	0.009	0.003	0.037	NA	NA
