GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
F9	MUT	65.945	1.386	0.006	0.009	NA	NA
LPAR1	MUT	65.945	0.201	0.003	0.003	NA	NA
TTN	MUT	65.945	37.836	0.098	0.207	NA	NA
VAV3	MUT	65.945	0.201	0.003	0.003	NA	NA
FGA	MUT	65.945	6.003	0.009	0.015	NA	NA
SYT1	MUT	21.112	0.064	0.003	0.006	NA	NA
SEC61G	AMPL	7.049	13.748	0.122	0.317	NA	NA
PCDH11Y	DEL	6.402	29.231	0.189	0.198	NA	NA
BTRC	MUT	6.037	1.826	0.006	0.015	NA	NA
CDKN2A	DEL	5.885	174.479	0.421	0.470	NA	NA
GTF2H2	AMPL	5.447	4.838	0.009	0.027	NA	NA
RAB11B	MUT	3.252	0.010	0.003	0.006	NA	NA
LRP2	MUT	3.249	16.539	0.043	0.046	NA	NA
PRKY	DEL	3.040	74.809	0.174	0.195	NA	NA
AVPR1A	MUT	2.913	0.009	0.003	0.024	NA	NA
CNTNAP2	MUT	2.784	0.045	0.012	0.049	NA	NA
