GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CBLB	MUT	430.654	1.313	0.003	0.003	NA	NA
PIK3R1	MUT	430.654	51.800	0.091	0.091	NA	NA
PRKY	DEL	430.654	74.809	0.174	0.195	NA	NA
CDKN2A	DEL	430.654	174.479	0.421	0.470	NA	NA
RALBP1	MUT	430.654	1.313	0.003	0.003	NA	NA
NOTCH2	MUT	430.654	1.359	0.009	0.009	NA	NA
FGF13	MUT	430.654	1.313	0.003	0.003	NA	NA
MMP13	MUT	430.654	1.313	0.003	0.015	NA	NA
PPYR1	DEL	430.654	13.535	0.037	0.040	NA	NA
PCDH11Y	DEL	7.603	29.231	0.189	0.198	NA	NA
SEC61G	AMPL	6.527	13.748	0.122	0.317	NA	NA
CNTNAP2	MUT	3.965	0.045	0.012	0.049	NA	NA
