GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CAV1	AMPL	342.487	3.213	0.006	0.009	NA	NA
ITGB8	AMPL	342.487	9.634	0.009	0.015	NA	NA
PTK2B	MUT	342.487	2.021	0.006	0.006	NA	NA
GNAI1	AMPL	342.487	12.893	0.018	0.018	NA	NA
GNAT3	AMPL	342.487	13.377	0.024	0.027	NA	NA
MET	AMPL	342.487	8.476	0.015	0.030	NA	NA
SRI	AMPL	342.487	1.884	0.012	0.015	NA	NA
WNT2	AMPL	342.487	19.829	0.030	0.030	NA	NA
PFTK1	AMPL	342.487	1.044	0.003	0.012	NA	NA
AKAP9	AMPL	15.119	11.736	0.024	0.027	NA	NA
DBF4	AMPL	10.692	0.033	0.003	0.012	NA	NA
WASL	AMPL	8.008	6.323	0.009	0.009	NA	NA
TWIST1	AMPL	7.731	0.024	0.003	0.009	NA	NA
NDUFA5	AMPL	4.173	0.013	0.003	0.009	NA	NA
ZNF713	AMPL	3.436	7.057	0.076	0.116	NA	NA
TES	AMPL	2.639	0.018	0.006	0.018	NA	NA
