RPS26	0.018	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NDUFA1	0.018	0.006	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DARC	0.018	0.006	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TAS1R2	0.036	0.024	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
FGF23	0.024	0.006	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CAMK4	0.065	0.030	0.036	0.006	0.006	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CXCR4	0.006	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CEBPD	0.030	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MAPKAPK2	0.036	0.006	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MAN1C1	0.012	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GNG8	0.018	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TRAPPC3	0.024	0.006	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PNMA1	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TIMM50	0.030	0.012	0.000	0.024	0.006	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CLDN23	0.042	0.006	0.018	0.018	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
OSMR	0.107	0.024	0.006	0.077	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NSUN2	0.054	0.012	0.006	0.036	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NFE2L3	0.036	0.006	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF616	0.036	0.024	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
VEGFB	0.006	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
RBM9	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
COL4A6	0.024	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GNG10	0.006	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
AIFM1	0.018	0.006	0.000	0.012	0.000	0.006	0.006	0.000	0.000	0.000	-	-	16.1396325360706	8.09981413602351
RELA	0.036	0.018	0.006	0.012	0.000	0.036	0.018	0.006	0.012	0.000	-	-	135.905196541577	68.0911969536374
ULBP3	0.012	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CLK4	0.030	0.006	0.012	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
BCL2L2	0.024	0.006	0.012	0.006	0.000	0.006	0.000	0.006	0.000	0.000	-	-	0.176887438603715	0.010468792151661
PCSK5	0.054	0.036	0.012	0.006	0.000	0.006	0.006	0.000	0.000	0.000	-	-	20.7609231419691	10.6945905649146
MRPS12	0.024	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
RARS	0.030	0.018	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CBX8	0.024	0.012	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
OR4C12	0.018	0.018	0.006	0.000	0.006	0.000	0.000	0.000	0.000	0.000	-	-	0	0
KCNJ2	0.024	0.012	0.000	0.012	0.000	0.012	0.006	0.000	0.006	0.000	-	-	53.2137451089296	26.589216770286
GRAP2	0.018	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NOSTRIN	0.018	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NDUFA2	0.006	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MCM5	0.018	0.012	0.006	0.000	0.000	0.006	0.006	0.000	0.000	0.000	-	-	0.593505626540015	0.0324671402701479
DRD2	0.030	0.024	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ANKRD28	0.054	0.042	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GPR109B	0.012	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CLDN17	0.030	0.018	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
HLA-DQB1	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GABRG3	0.030	0.024	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PRKG1	0.071	0.036	0.030	0.006	0.000	0.060	0.030	0.030	0.000	0.000	-	-	276.744942908182	147.606985364971
NT5C2	0.036	0.018	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PCDHGA1	0.042	0.036	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF577	0.012	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CDH7	0.071	0.060	0.012	0.000	0.000	0.006	0.006	0.000	0.000	0.000	-	-	0.196645467764502	0.186609424042833
LRDD	0.024	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
SRP9	0.018	0.006	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TSFM	0.024	0.006	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
VWF	0.071	0.065	0.000	0.006	0.000	0.012	0.012	0.000	0.000	0.000	-	-	29.280008889303	14.620766203549
EHD4	0.018	0.012	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ING1	0.054	0.018	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CYTH2	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
BAG2	0.012	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GGT1	0.012	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CFHR1	0.030	0.012	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NTN1	0.042	0.024	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
HARS2	0.012	0.012	0.000	0.006	0.006	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CCDC6	0.036	0.012	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	CC	-	0	0
DTNB	0.030	0.018	0.000	0.012	0.000	0.006	0.006	0.000	0.000	0.000	-	-	0.064534256684956	0.0505296488516573
MYO3A	0.095	0.077	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NDUFS1	0.024	0.018	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PPHLN1	0.054	0.012	0.018	0.024	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
SIGLEC5	0.024	0.018	0.006	0.006	0.006	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TPSAB1	0.012	0.000	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GREM1	0.006	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF697	0.024	0.012	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DDX54	0.048	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CHRNA7	0.012	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PYGM	0.048	0.036	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ADCY8	0.149	0.095	0.000	0.065	0.012	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DLEU1	0.018	0.000	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
QDPR	0.018	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF250	0.071	0.006	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF479	0.071	0.036	0.012	0.024	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PCDHA1	0.089	0.089	0.000	0.006	0.006	0.000	0.000	0.000	0.000	0.000	-	-	0	0
HDAC6	0.036	0.024	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CYBB	0.042	0.024	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PPP1R13L	0.048	0.036	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
RHOT2	0.048	0.030	0.012	0.006	0.000	0.012	0.006	0.006	0.000	0.000	-	-	28.6590341629402	12.7440427499805
DMD	0.202	0.125	0.101	0.000	0.024	0.202	0.125	0.101	0.000	0.024	-	PC	775.283579564416	393.667023987113
RANBP10	0.030	0.018	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PBXIP1	0.030	0.018	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
IL11	0.012	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GZMM	0.024	0.000	0.018	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NRL	0.018	0.000	0.012	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
APOA5	0.030	0.012	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
HLA-A	0.018	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	PC	0	0
NCOA3	0.089	0.048	0.000	0.042	0.000	0.024	0.006	0.000	0.018	0.000	-	PC	63.3195570004145	33.0490823601433
SERPINA5	0.030	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MTX1	0.012	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
